"initial_alias","converted_alias","name","description","namespace"
"YJR098C","P47139","YJR098C","Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies [Source:SGD;Acc:S000003859]","ENSG,ENSP"
"YBR188C","P38302","NTC20","Member of the NineTeen Complex (NTC); this complex contains Prp19p and stabilizes U6 snRNA in catalytic forms of the spliceosome containing U2, U5, and U6 snRNAs [Source:SGD;Acc:S000000392]","ENSG,ENSP"
"YDR394W","P33298","RPT3","ATPase of the 19S regulatory particle of the 26S proteasome; one of ATPases of the regulatory particle; involved in the degradation of ubiquitinated substrates; substrate of N-acetyltransferase B [Source:SGD;Acc:S000002802]","ENSG,ENSP"
"YKL120W","P32332","OAC1","Mitochondrial inner membrane transporter; transports oxaloacetate, sulfate, thiosulfate, and isopropylmalate; member of the mitochondrial carrier family [Source:SGD;Acc:S000001603]","ENSG,ENSP"
"YER100W","P33296","UBC6","Ubiquitin-conjugating enzyme involved in ERAD; located at the cytosolic side of the ER membrane; tail region contains a transmembrane segment at the C-terminus; substrate of the ubiquitin-proteasome pathway; ER-associated protein degradation is also known as ERAD [Source:SGD;Acc:S000000902]","ENSG,ENSP"
"YOR115C","Q99394","TRS33","Core component of TRAPP complexes I, II and IV; transport protein particle (TRAPP) complexes are related multimeric guanine nucleotide-exchange factor for the GTPase Ypt1p, regulating ER-Golgi traffic (TRAPPI), intra-Golgi traffic (TRAPPII), endosome-Golgi traffic (TRAPPII and III) and autophagy (TRAPPIII, and IV); proposed subunit of a novel complex, TRAPPIV, that may function redundantly with TRAPPIII as a GEF that activates Ypt1 during autophagy [Source:SGD;Acc:S000005641]","ENSG,ENSP"
"YJR051W","P21375","OSM1","Fumarate reductase, catalyzes the reduction of fumarate to succinate; required for the reoxidation of intracellular NADH under anaerobic conditions; mutations cause osmotic sensitivity; has two translation start sites, one at the annotated start codon which produces an ER-targeted form required for anaerobic growth, and one at codon 32 which produces a mitochondrially-targeted form; OSM1 has a paralog, FRD1, that arose from the whole genome duplication [Source:SGD;Acc:S000003812]","ENSG,ENSP"
"YPR055W","P32855","SEC8","Essential 121 kDa subunit of the exocyst complex; the exocyst mediates polarized targeting and tethering of post-Golgi secretory vesicles to active sites of exocytosis at the plasma membrane prior to SNARE-mediated fusion; involved in ER and Golgi inheritance in small buds; relocalizes away from bud neck upon DNA replication stress [Source:SGD;Acc:S000006259]","ENSG,ENSP"
"YOR193W","Q08580","PEX27","Peripheral peroxisomal membrane protein; involved in controlling peroxisome size and number, interacts with Pex25p; PEX27 has a paralog, PEX25, that arose from the whole genome duplication [Source:SGD;Acc:S000005719]","ENSG,ENSP"
"YER166W","P32660","DNF1","Aminophospholipid translocase (flippase); type 4 P-type ATPase; involved in phospholipid translocation, contributing to endocytosis, protein transport, and cellular polarization; localizes primarily to the plasma membrane; localizes to the shmoo tip where it has a redundant role in the cellular response to mating pheromone; DNF1 has a paralog, DNF2, that arose from the whole genome duplication [Source:SGD;Acc:S000000968]","ENSG,ENSP"
"YMR295C","Q03559","YMR295C","Protein of unknown function that associates with ribosomes; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery and bud; not an essential gene; protein abundance increases in response to DNA replication stress; YMR295C has a paralog, YGR273C, that arose from the whole genome duplication [Source:SGD;Acc:S000004910]","ENSG,ENSP"
"YNL003C","P38921","PET8","S-adenosylmethionine transporter of the mitochondrial inner membrane; member of the mitochondrial carrier family; required for biotin biosynthesis and respiratory growth [Source:SGD;Acc:S000004948]","ENSG,ENSP"
"YOR259C","P53549","RPT4","ATPase of the 19S regulatory particle of the 26S proteasome; one of six ATPases of the regulatory particle; involved in degradation of ubiquitinated substrates; contributes preferentially to ERAD; required for spindle pole body duplication; mainly nuclear localization [Source:SGD;Acc:S000005785]","ENSG,ENSP"
"YLR363W-A","Q3E747","YLR363W-A","Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the nucleus; relocalizes from nucleus to nucleolus upon DNA replication stress [Source:SGD;Acc:S000007620]","ENSG,ENSP"
"YPL219W","Q08966","PCL8","Cyclin; interacts with Pho85p cyclin-dependent kinase (Cdk) to phosphorylate and regulate glycogen synthase, also activates Pho85p for Glc8p phosphorylation; PCL8 has a paralog, PCL10, that arose from the whole genome duplication [Source:SGD;Acc:S000006140]","ENSG,ENSP"
"YIL050W","P40186","PCL7","Pho85p cyclin of the Pho80p subfamily; forms a functional kinase complex with Pho85p which phosphorylates Mmr1p and is regulated by Pho81p; involved in glycogen metabolism, expression is cell-cycle regulated; PCL7 has a paralog, PCL6, that arose from the whole genome duplication [Source:SGD;Acc:S000001312]","ENSG,ENSP"
"YIR035C","P40579","YIR035C","Putative cytoplasmic short-chain dehydrogenase/reductase [Source:SGD;Acc:S000001474]","ENSG,ENSP"
"YDR391C","Q04170","YDR391C","Putative protein of unknown function; possibly involved in zinc homeostasis; Bdf1p-dependent transcription induced by salt stress; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus [Source:SGD;Acc:S000002799]","ENSG,ENSP"
"YDR143C","P22470","SAN1","Ubiquitin-protein ligase; involved in proteasome-dependent degradation of aberrant nuclear proteins; targets substrates with regions of exposed hydrophobicity containing 5 or more contiguous hydrophobic residues; contains intrinsically disordered regions that contribute to substrate recognition; prefers a window of exposed hydrophobicity that causes a particular level of protein insolubility, suggesting that San1p evolved to target highly aggregation-prone proteins [Source:SGD;Acc:S000002550]","ENSG,ENSP"
"YDR332W","Q06683","IRC3","Double-stranded DNA-dependent helicase of the DExH/D-box family; required for maintenance of the mitochondrial (mt) genome; null mutant accumulates double-stranded breaks in mt DNA; localizes to the mt matrix [Source:SGD;Acc:S000002740]","ENSG,ENSP"
"YGR149W","P48236","GPC1","Glycerophosphocholine acyltransferase (GPCAT); involved in in phosphatidylcholine (PC) synthesis; uses acetyl-CoA to acylate glycero-3-phosphocholine to yield lyso-PC; also catalyzes acylation of glycerophosphoethanolamine with acyl-CoA; predicted to be an integal membrane protein [Source:SGD;Acc:S000003381]","ENSG,ENSP"
"YJL170C","P46993","ASG7","Protein that regulates signaling from G protein beta subunit Ste4p; contributes to relocalization of Ste4p within the cell; specific to a-cells and induced by alpha-factor [Source:SGD;Acc:S000003706]","ENSG,ENSP"
"YLR275W","Q06217","SMD2","Core Sm protein Sm D2; part of heteroheptameric complex (with Smb1p, Smd1p, Smd3p, Sme1p, Smx3p, and Smx2p) that is part of the spliceosomal U1, U2, U4, and U5 snRNPs; homolog of human Sm D2 [Source:SGD;Acc:S000004265]","ENSG,ENSP"
"YML037C","Q03703","YML037C","Putative protein of unknown function; has some characteristics of a transcriptional activator; may be a target of Dbf2p-Mob1p kinase; GFP-fusion protein co-localizes with clathrin-coated vesicles; YML037C is not an essential gene [Source:SGD;Acc:S000004501]","ENSG,ENSP"
"YPL228W","O13297","CET1","RNA 5'-triphosphatase involved in mRNA 5' capping; subunit of mRNA capping enzyme, which is a heterotetramer composed of a Cet1p homodimer and two molecules of guanylyltransferase Ceg1p; Cet1p also has a role in regulation of RNAPII pausing at promoter-proximal sites; interaction between Cet1p and Ceg1p is required for Ceg1p nuclear import; mammalian enzyme is single bifunctional polypeptide; human homolog RNGTT can complement yeast cet1 null mutant [Source:SGD;Acc:S000006149]","ENSG,ENSP"
"YLR128W","Q12395","DCN1","Scaffold-type E3 ligase; required for cullin neddylation and ubiquitin ligase activation; contains a ubiquitin-binding domain (UBA) for ubiquitin and Nedd8 (Rub1p) interaction and a PONY domain involved in cullin binding and neddylation [Source:SGD;Acc:S000004118]","ENSG,ENSP"
"YGL005C","P53195","COG7","Component of the conserved oligomeric Golgi complex; a cytosolic tethering complex (Cog1p through Cog8p) that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments [Source:SGD;Acc:S000002973]","ENSG,ENSP"
"YNL317W","P42841","PFS2","Integral subunit of the pre-mRNA CPF complex; the cleavage and polyadenylation factor (CPF) complex plays an essential role in mRNA 3'-end formation by bridging different processing factors and thereby promoting the assembly of the processing complex [Source:SGD;Acc:S000005261]","ENSG,ENSP"
"YHR192W","P38878","LNP1","Lunapark family member involved in ER network formation; regulates the ER asymmetry-induced inheritance block during ER stress; localizes to ER junctions and this localization is regulated by the yeast atlastin ortholog Sey1p; interacts with the reticulon protein Rtn1p; induced in response to the DNA-damaging agent MMS [Source:SGD;Acc:S000001235]","ENSG,ENSP"
"YAL044W-A","Q3E793","BOL1","Mitochondrial matrix protein involved in Fe-S cluster biogenesis; facilitates [4Fe-2S] cluster inception into mitochondrial proteins such as lipoate synthase and succinate dehydrogenase; interacts and may function with Grx5p at an early step in Fe-S cluster biosynthesis; forms dimeric complexes with Grx5p and Nfu1p that alter the stability of shared Fe/S clusters; sequence similarity to human BOLA family member, BOLA1 and S. pombe uvi31, a putative DNA repair protein [Source:SGD;Acc:S000007586]","ENSG,ENSP"
"YHR090C","P38806","YNG2","Subunit of NuA4, an essential histone acetyltransferase complex; positions Piccolo NuA4 for efficient acetylation of histone H4 or histone H2A; relocalizes to the cytosol in response to hypoxia; similar to human tumor suppressor ING1 and its isoforms ING4 and ING5 [Source:SGD;Acc:S000001132]","ENSG,ENSP"
"YJL089W","P46954","SIP4","C6 zinc cluster transcriptional activator; binds to the carbon source-responsive element (CSRE) of gluconeogenic genes; involved in the positive regulation of gluconeogenesis; regulated by Snf1p protein kinase; localized to the nucleus [Source:SGD;Acc:S000003625]","ENSG,ENSP"
"YDL231C","Q07660","BRE4","Zinc finger protein containing five transmembrane domains; null mutant exhibits strongly fragmented vacuoles and sensitivity to brefeldin A, a drug which is known to affect intracellular transport [Source:SGD;Acc:S000002390]","ENSG,ENSP"
"YFL008W","P32908","SMC1","Subunit of the multiprotein cohesin complex; essential protein involved in chromosome segregation and in double-strand DNA break repair; SMC chromosomal ATPase family member, binds DNA with a preference for DNA with secondary structure [Source:SGD;Acc:S000001886]","ENSG,ENSP"
"YIL128W","P40469","MET18","Component of cytosolic iron-sulfur protein assembly (CIA) machinery; acts at a late step of Fe-S cluster assembly; forms the CIA targeting complex with Cia1p and Cia2p that directs Fe-S cluster incorporation into a subset of proteins involved in methionine biosynthesis, DNA replication and repair, transcription, and telomere maintenance; ortholog of human MMS19 [Source:SGD;Acc:S000001390]","ENSG,ENSP"
"YNL014W","P53978","HEF3","Translational elongation factor EF-3; member of the ABC superfamily; stimulates EF-1 alpha-dependent binding of aminoacyl-tRNA by the ribosome; normally expressed in zinc deficient cells; HEF3 has a paralog, YEF3, that arose from the whole genome duplication [Source:SGD;Acc:S000004959]","ENSG,ENSP"
"YLR344W","P05743","RPL26A","Ribosomal 60S subunit protein L26A; binds to 5.8S rRNA; non-essential even when paralog is also deleted; deletion has minimal affections on ribosome biosynthesis; homologous to mammalian ribosomal protein L26 and bacterial L24; RPL26A has a paralog, RPL26B, that arose from the whole genome duplication [Source:SGD;Acc:S000004336]","ENSG,ENSP"
"YLR189C","Q06321","ATG26","UDP-glucose:sterol glucosyltransferase; conserved enzyme involved in synthesis of sterol glucoside membrane lipids; in contrast to ATG26 from P. pastoris, S. cerevisiae ATG26 is not involved in autophagy [Source:SGD;Acc:S000004179]","ENSG,ENSP"
"YBR208C","P32528","DUR1,2","Urea amidolyase; contains both urea carboxylase and allophanate hydrolase activities, degrades urea to CO2 and NH3; expression sensitive to nitrogen catabolite repression and induced by allophanate, an intermediate in allantoin degradation; protein abundance increases in response to DNA replication stress [Source:SGD;Acc:S000000412]","ENSG,ENSP"
"YKL107W","P34251","YKL107W","Putative short-chain dehydrogenase/reductase; proposed to be a palmitoylated membrane protein [Source:SGD;Acc:S000001590]","ENSG,ENSP"
